DECILGEN;KOMMUNEDK;TID;INDHOLD 
2DC Second decil;159 Gladsaxe;1987 1987;63840
3DC Third decil;159 Gladsaxe;1987 1987;75460
4DC Fourth decil;159 Gladsaxe;1987 1987;84579
5DC Fifth decil;159 Gladsaxe;1987 1987;92632
6DC Sixth decil;159 Gladsaxe;1987 1987;100423
7DC Seventh decil;159 Gladsaxe;1987 1987;108601
8DC Eigth decil;159 Gladsaxe;1987 1987;118161
9DC Ninth decil;159 Gladsaxe;1987 1987;131654
10DC Tenth decil;159 Gladsaxe;1987 1987;171581
1DC First decil;161 Glostrup;1987 1987;41071
2DC Second decil;161 Glostrup;1987 1987;65935
3DC Third decil;161 Glostrup;1987 1987;77825
4DC Fourth decil;161 Glostrup;1987 1987;87532
5DC Fifth decil;161 Glostrup;1987 1987;95409
6DC Sixth decil;161 Glostrup;1987 1987;103023
7DC Seventh decil;161 Glostrup;1987 1987;111049
8DC Eigth decil;161 Glostrup;1987 1987;120608
9DC Ninth decil;161 Glostrup;1987 1987;133255
10DC Tenth decil;161 Glostrup;1987 1987;166985
1DC First decil;163 Herlev;1987 1987;45540
2DC Second decil;163 Herlev;1987 1987;68410
3DC Third decil;163 Herlev;1987 1987;79887
4DC Fourth decil;163 Herlev;1987 1987;88887
5DC Fifth decil;163 Herlev;1987 1987;96503
6DC Sixth decil;163 Herlev;1987 1987;104132
7DC Seventh decil;163 Herlev;1987 1987;112616
8DC Eigth decil;163 Herlev;1987 1987;122449
9DC Ninth decil;163 Herlev;1987 1987;135958
10DC Tenth decil;163 Herlev;1987 1987;174635
1DC First decil;165 Albertslund;1987 1987;42822
2DC Second decil;165 Albertslund;1987 1987;65250
3DC Third decil;165 Albertslund;1987 1987;75198
4DC Fourth decil;165 Albertslund;1987 1987;83773
5DC Fifth decil;165 Albertslund;1987 1987;91518
6DC Sixth decil;165 Albertslund;1987 1987;98787
7DC Seventh decil;165 Albertslund;1987 1987;106339
8DC Eigth decil;165 Albertslund;1987 1987;115302
9DC Ninth decil;165 Albertslund;1987 1987;127808
10DC Tenth decil;165 Albertslund;1987 1987;162156
1DC First decil;167 Hvidovre;1987 1987;41376
2DC Second decil;167 Hvidovre;1987 1987;65125
3DC Third decil;167 Hvidovre;1987 1987;76094
4DC Fourth decil;167 Hvidovre;1987 1987;85305
5DC Fifth decil;167 Hvidovre;1987 1987;92897
6DC Sixth decil;167 Hvidovre;1987 1987;100281
7DC Seventh decil;167 Hvidovre;1987 1987;108188
8DC Eigth decil;167 Hvidovre;1987 1987;117369
9DC Ninth decil;167 Hvidovre;1987 1987;129580
10DC Tenth decil;167 Hvidovre;1987 1987;161757
1DC First decil;169 Høje-Taastrup;1987 1987;44729
2DC Second decil;169 Høje-Taastrup;1987 1987;68150
3DC Third decil;169 Høje-Taastrup;1987 1987;79497
4DC Fourth decil;169 Høje-Taastrup;1987 1987;88245
5DC Fifth decil;169 Høje-Taastrup;1987 1987;95730
6DC Sixth decil;169 Høje-Taastrup;1987 1987;103127
7DC Seventh decil;169 Høje-Taastrup;1987 1987;110717
8DC Eigth decil;169 Høje-Taastrup;1987 1987;119861
9DC Ninth decil;169 Høje-Taastrup;1987 1987;132003
10DC Tenth decil;169 Høje-Taastrup;1987 1987;169863
1DC First decil;173 Lyngby-Taarbæk;1987 1987;37288
2DC Second decil;173 Lyngby-Taarbæk;1987 1987;64905
3DC Third decil;173 Lyngby-Taarbæk;1987 1987;79701
4DC Fourth decil;173 Lyngby-Taarbæk;1987 1987;91439
5DC Fifth decil;173 Lyngby-Taarbæk;1987 1987;101297
6DC Sixth decil;173 Lyngby-Taarbæk;1987 1987;111593
7DC Seventh decil;173 Lyngby-Taarbæk;1987 1987;122374
8DC Eigth decil;173 Lyngby-Taarbæk;1987 1987;135340
9DC Ninth decil;173 Lyngby-Taarbæk;1987 1987;154315
10DC Tenth decil;173 Lyngby-Taarbæk;1987 1987;230509
1DC First decil;175 Rødovre;1987 1987;45687
2DC Second decil;175 Rødovre;1987 1987;66467
3DC Third decil;175 Rødovre;1987 1987;76673
4DC Fourth decil;175 Rødovre;1987 1987;85285
5DC Fifth decil;175 Rødovre;1987 1987;92834
6DC Sixth decil;175 Rødovre;1987 1987;99903
7DC Seventh decil;175 Rødovre;1987 1987;107240
8DC Eigth decil;175 Rødovre;1987 1987;115866
9DC Ninth decil;175 Rødovre;1987 1987;127850
10DC Tenth decil;175 Rødovre;1987 1987;158963
1DC First decil;183 Ishøj;1987 1987;43957
2DC Second decil;183 Ishøj;1987 1987;65466
3DC Third decil;183 Ishøj;1987 1987;75197
4DC Fourth decil;183 Ishøj;1987 1987;83494
5DC Fifth decil;183 Ishøj;1987 1987;90943
6DC Sixth decil;183 Ishøj;1987 1987;97733
7DC Seventh decil;183 Ishøj;1987 1987;104773
8DC Eigth decil;183 Ishøj;1987 1987;113709
9DC Ninth decil;183 Ishøj;1987 1987;126040
10DC Tenth decil;183 Ishøj;1987 1987;155436
1DC First decil;185 Tårnby;1987 1987;46706
2DC Second decil;185 Tårnby;1987 1987;71710
3DC Third decil;185 Tårnby;1987 1987;83206
4DC Fourth decil;185 Tårnby;1987 1987;92353
5DC Fifth decil;185 Tårnby;1987 1987;100173
6DC Sixth decil;185 Tårnby;1987 1987;107567
7DC Seventh decil;185 Tårnby;1987 1987;115346
8DC Eigth decil;185 Tårnby;1987 1987;124419
9DC Ninth decil;185 Tårnby;1987 1987;136816
10DC Tenth decil;185 Tårnby;1987 1987;167889
1DC First decil;187 Vallensbæk;1987 1987;60184
2DC Second decil;187 Vallensbæk;1987 1987;85257
3DC Third decil;187 Vallensbæk;1987 1987;94702
4DC Fourth decil;187 Vallensbæk;1987 1987;102021
5DC Fifth decil;187 Vallensbæk;1987 1987;108690
6DC Sixth decil;187 Vallensbæk;1987 1987;115358
7DC Seventh decil;187 Vallensbæk;1987 1987;123006
8DC Eigth decil;187 Vallensbæk;1987 1987;132090
9DC Ninth decil;187 Vallensbæk;1987 1987;144998
10DC Tenth decil;187 Vallensbæk;1987 1987;183980
1DC First decil;190 Furesø;1987 1987;43723
2DC Second decil;190 Furesø;1987 1987;75105
3DC Third decil;190 Furesø;1987 1987;87520
4DC Fourth decil;190 Furesø;1987 1987;97430
5DC Fifth decil;190 Furesø;1987 1987;106116
6DC Sixth decil;190 Furesø;1987 1987;114651
7DC Seventh decil;190 Furesø;1987 1987;124190
8DC Eigth decil;190 Furesø;1987 1987;136043
9DC Ninth decil;190 Furesø;1987 1987;153527
10DC Tenth decil;190 Furesø;1987 1987;214726
1DC First decil;201 Allerød;1987 1987;47871
2DC Second decil;201 Allerød;1987 1987;77534
3DC Third decil;201 Allerød;1987 1987;89873
4DC Fourth decil;201 Allerød;1987 1987;98875
5DC Fifth decil;201 Allerød;1987 1987;107120
6DC Sixth decil;201 Allerød;1987 1987;114817
7DC Seventh decil;201 Allerød;1987 1987;123611
8DC Eigth decil;201 Allerød;1987 1987;133766
9DC Ninth decil;201 Allerød;1987 1987;148617
10DC Tenth decil;201 Allerød;1987 1987;205967
1DC First decil;210 Fredensborg;1987 1987;36204
2DC Second decil;210 Fredensborg;1987 1987;69109
3DC Third decil;210 Fredensborg;1987 1987;80997
4DC Fourth decil;210 Fredensborg;1987 1987;90213
5DC Fifth decil;210 Fredensborg;1987 1987;97979
6DC Sixth decil;210 Fredensborg;1987 1987;105956
7DC Seventh decil;210 Fredensborg;1987 1987;114347
8DC Eigth decil;210 Fredensborg;1987 1987;124940
9DC Ninth decil;210 Fredensborg;1987 1987;139285
10DC Tenth decil;210 Fredensborg;1987 1987;188803
1DC First decil;217 Helsingør;1987 1987;33099
2DC Second decil;217 Helsingør;1987 1987;62872
3DC Third decil;217 Helsingør;1987 1987;73977
4DC Fourth decil;217 Helsingør;1987 1987;83303
5DC Fifth decil;217 Helsingør;1987 1987;91409
6DC Sixth decil;217 Helsingør;1987 1987;99157
7DC Seventh decil;217 Helsingør;1987 1987;107622
8DC Eigth decil;217 Helsingør;1987 1987;117444
9DC Ninth decil;217 Helsingør;1987 1987;131632
10DC Tenth decil;217 Helsingør;1987 1987;179243
1DC First decil;219 Hillerød;1987 1987;39057
2DC Second decil;219 Hillerød;1987 1987;69169
3DC Third decil;219 Hillerød;1987 1987;81457
4DC Fourth decil;219 Hillerød;1987 1987;91222
1DC First decil;000 All Denmark;2014 2014;70459
2DC Second decil;000 All Denmark;2014 2014;142148
3DC Third decil;000 All Denmark;2014 2014;166795
4DC Fourth decil;000 All Denmark;2014 2014;190010
5DC Fifth decil;000 All Denmark;2014 2014;214412
6DC Sixth decil;000 All Denmark;2014 2014;239499
7DC Seventh decil;000 All Denmark;2014 2014;267373
8DC Eigth decil;000 All Denmark;2014 2014;301774
9DC Ninth decil;000 All Denmark;2014 2014;352557
10DC Tenth decil;000 All Denmark;2014 2014;573866
1DC First decil;101 Copenhagen;2014 2014;51389
2DC Second decil;101 Copenhagen;2014 2014;110835
3DC Third decil;101 Copenhagen;2014 2014;137690
4DC Fourth decil;101 Copenhagen;2014 2014;161750
5DC Fifth decil;101 Copenhagen;2014 2014;187851
6DC Sixth decil;101 Copenhagen;2014 2014;217187
7DC Seventh decil;101 Copenhagen;2014 2014;249760
8DC Eigth decil;101 Copenhagen;2014 2014;289928
9DC Ninth decil;101 Copenhagen;2014 2014;347084
10DC Tenth decil;101 Copenhagen;2014 2014;554900
1DC First decil;147 Frederiksberg;2014 2014;43083
2DC Second decil;147 Frederiksberg;2014 2014;130545
3DC Third decil;147 Frederiksberg;2014 2014;163042
4DC Fourth decil;147 Frederiksberg;2014 2014;193138
5DC Fifth decil;147 Frederiksberg;2014 2014;224971
6DC Sixth decil;147 Frederiksberg;2014 2014;259113
7DC Seventh decil;147 Frederiksberg;2014 2014;297784
8DC Eigth decil;147 Frederiksberg;2014 2014;345530
9DC Ninth decil;147 Frederiksberg;2014 2014;418341
10DC Tenth decil;147 Frederiksberg;2014 2014;743603
1DC First decil;151 Ballerup;2014 2014;94399
2DC Second decil;151 Ballerup;2014 2014;148147
3DC Third decil;151 Ballerup;2014 2014;170080
4DC Fourth decil;151 Ballerup;2014 2014;191934
5DC Fifth decil;151 Ballerup;2014 2014;216378
6DC Sixth decil;151 Ballerup;2014 2014;244388
7DC Seventh decil;151 Ballerup;2014 2014;275834
8DC Eigth decil;151 Ballerup;2014 2014;313126
9DC Ninth decil;151 Ballerup;2014 2014;364055
10DC Tenth decil;151 Ballerup;2014 2014;562588
1DC First decil;153 Brøndby;2014 2014;82116
2DC Second decil;153 Brøndby;2014 2014;134110
3DC Third decil;153 Brøndby;2014 2014;156631
4DC Fourth decil;153 Brøndby;2014 2014;172941
5DC Fifth decil;153 Brøndby;2014 2014;192104
6DC Sixth decil;153 Brøndby;2014 2014;215694
7DC Seventh decil;153 Brøndby;2014 2014;242650
8DC Eigth decil;153 Brøndby;2014 2014;276677
9DC Ninth decil;153 Brøndby;2014 2014;323340
10DC Tenth decil;153 Brøndby;2014 2014;451120
1DC First decil;155 Dragør;2014 2014;98308
2DC Second decil;155 Dragør;2014 2014;186659
3DC Third decil;155 Dragør;2014 2014;228461
4DC Fourth decil;155 Dragør;2014 2014;264260
5DC Fifth decil;155 Dragør;2014 2014;295129
6DC Sixth decil;155 Dragør;2014 2014;324505
7DC Seventh decil;155 Dragør;2014 2014;356774
8DC Eigth decil;155 Dragør;2014 2014;401167
9DC Ninth decil;155 Dragør;2014 2014;464577
10DC Tenth decil;155 Dragør;2014 2014;732546
1DC First decil;157 Gentofte;2014 2014;30242
2DC Second decil;157 Gentofte;2014 2014;166708
3DC Third decil;157 Gentofte;2014 2014;217037
4DC Fourth decil;157 Gentofte;2014 2014;269162
5DC Fifth decil;157 Gentofte;2014 2014;321690
6DC Sixth decil;157 Gentofte;2014 2014;374394
7DC Seventh decil;157 Gentofte;2014 2014;432939
8DC Eigth decil;157 Gentofte;2014 2014;510654
9DC Ninth decil;157 Gentofte;2014 2014;642584
10DC Tenth decil;157 Gentofte;2014 2014;1572234
1DC First decil;159 Gladsaxe;2014 2014;80959
2DC Second decil;159 Gladsaxe;2014 2014;143880
3DC Third decil;159 Gladsaxe;2014 2014;170898
4DC Fourth decil;159 Gladsaxe;2014 2014;197063
5DC Fifth decil;159 Gladsaxe;2014 2014;227640
6DC Sixth decil;159 Gladsaxe;2014 2014;260537
7DC Seventh decil;159 Gladsaxe;2014 2014;296384
8DC Eigth decil;159 Gladsaxe;2014 2014;336838
9DC Ninth decil;159 Gladsaxe;2014 2014;392438
10DC Tenth decil;159 Gladsaxe;2014 2014;580228
1DC First decil;161 Glostrup;2014 2014;92277
2DC Second decil;161 Glostrup;2014 2014;145471
3DC Third decil;161 Glostrup;2014 2014;168839
4DC Fourth decil;161 Glostrup;2014 2014;191456
5DC Fifth decil;161 Glostrup;2014 2014;216960
6DC Sixth decil;161 Glostrup;2014 2014;243860
7DC Seventh decil;161 Glostrup;2014 2014;273046
8DC Eigth decil;161 Glostrup;2014 2014;306952
9DC Ninth decil;161 Glostrup;2014 2014;356190
10DC Tenth decil;161 Glostrup;2014 2014;489958
1DC First decil;163 Herlev;2014 2014;94773
2DC Second decil;163 Herlev;2014 2014;147946
3DC Third decil;163 Herlev;2014 2014;170808
4DC Fourth decil;163 Herlev;2014 2014;192189
5DC Fifth decil;163 Herlev;2014 2014;217207
6DC Sixth decil;163 Herlev;2014 2014;243723
7DC Seventh decil;163 Herlev;2014 2014;273401
8DC Eigth decil;163 Herlev;2014 2014;309190
9DC Ninth decil;163 Herlev;2014 2014;358793
10DC Tenth decil;163 Herlev;2014 2014;504074
1DC First decil;165 Albertslund;2014 2014;72592
2DC Second decil;165 Albertslund;2014 2014;128004
3DC Third decil;165 Albertslund;2014 2014;154062
4DC Fourth decil;165 Albertslund;2014 2014;173868
5DC Fifth decil;165 Albertslund;2014 2014;196345
6DC Sixth decil;165 Albertslund;2014 2014;221111
7DC Seventh decil;165 Albertslund;2014 2014;248048
8DC Eigth decil;165 Albertslund;2014 2014;279558
9DC Ninth decil;165 Albertslund;2014 2014;321800
10DC Tenth decil;165 Albertslund;2014 2014;441010
1DC First decil;167 Hvidovre;2014 2014;87826
2DC Second decil;167 Hvidovre;2014 2014;144220
3DC Third decil;167 Hvidovre;2014 2014;169025
4DC Fourth decil;167 Hvidovre;2014 2014;192210
5DC Fifth decil;167 Hvidovre;2014 2014;217095
6DC Sixth decil;167 Hvidovre;2014 2014;243370
7DC Seventh decil;167 Hvidovre;2014 2014;271915
8DC Eigth decil;167 Hvidovre;2014 2014;304465
9DC Ninth decil;167 Hvidovre;2014 2014;348780
10DC Tenth decil;167 Hvidovre;2014 2014;475418
1DC First decil;169 Høje-Taastrup;2014 2014;85617
2DC Second decil;169 Høje-Taastrup;2014 2014;138817
3DC Third decil;169 Høje-Taastrup;2014 2014;165063
4DC Fourth decil;169 Høje-Taastrup;2014 2014;188707
5DC Fifth decil;169 Høje-Taastrup;2014 2014;213584
6DC Sixth decil;169 Høje-Taastrup;2014 2014;239295
7DC Seventh decil;169 Høje-Taastrup;2014 2014;267979
8DC Eigth decil;169 Høje-Taastrup;2014 2014;300651
9DC Ninth decil;169 Høje-Taastrup;2014 2014;345377
10DC Tenth decil;169 Høje-Taastrup;2014 2014;480241
1DC First decil;173 Lyngby-Taarbæk;2014 2014;67818
2DC Second decil;173 Lyngby-Taarbæk;2014 2014;156873
3DC Third decil;173 Lyngby-Taarbæk;2014 2014;194367
4DC Fourth decil;173 Lyngby-Taarbæk;2014 2014;234165
5DC Fifth decil;173 Lyngby-Taarbæk;2014 2014;278860
6DC Sixth decil;173 Lyngby-Taarbæk;2014 2014;324033
7DC Seventh decil;173 Lyngby-Taarbæk;2014 2014;369324
8DC Eigth decil;173 Lyngby-Taarbæk;2014 2014;420236
9DC Ninth decil;173 Lyngby-Taarbæk;2014 2014;495137
10DC Tenth decil;173 Lyngby-Taarbæk;2014 2014;992261
1DC First decil;175 Rødovre;2014 2014;91095
2DC Second decil;175 Rødovre;2014 2014;143020
3DC Third decil;175 Rødovre;2014 2014;166180
4DC Fourth decil;175 Rødovre;2014 2014;188279
5DC Fifth decil;175 Rødovre;2014 2014;212558
6DC Sixth decil;175 Rødovre;2014 2014;239621
7DC Seventh decil;175 Rødovre;2014 2014;269797
8DC Eigth decil;175 Rødovre;2014 2014;304671
9DC Ninth decil;175 Rødovre;2014 2014;349581
10DC Tenth decil;175 Rødovre;2014 2014;477309
1DC First decil;183 Ishøj;2014 2014;80831
2DC Second decil;183 Ishøj;2014 2014;132046
3DC Third decil;183 Ishøj;2014 2014;153917
4DC Fourth decil;183 Ishøj;2014 2014;171715
5DC Fifth decil;183 Ishøj;2014 2014;190540
6DC Sixth decil;183 Ishøj;2014 2014;211626
7DC Seventh decil;183 Ishøj;2014 2014;236720
8DC Eigth decil;183 Ishøj;2014 2014;267262
9DC Ninth decil;183 Ishøj;2014 2014;310786
10DC Tenth decil;183 Ishøj;2014 2014;439670
1DC First decil;185 Tårnby;2014 2014;97469
2DC Second decil;185 Tårnby;2014 2014;155971
3DC Third decil;185 Tårnby;2014 2014;185239
4DC Fourth decil;185 Tårnby;2014 2014;213289
5DC Fifth decil;185 Tårnby;2014 2014;238836
6DC Sixth decil;185 Tårnby;2014 2014;263958
7DC Seventh decil;185 Tårnby;2014 2014;289891
8DC Eigth decil;185 Tårnby;2014 2014;320667
9DC Ninth decil;185 Tårnby;2014 2014;363328
10DC Tenth decil;185 Tårnby;2014 2014;484490
1DC First decil;187 Vallensbæk;2014 2014;100445
2DC Second decil;187 Vallensbæk;2014 2014;164126
3DC Third decil;187 Vallensbæk;2014 2014;198410
4DC Fourth decil;187 Vallensbæk;2014 2014;227609
5DC Fifth decil;187 Vallensbæk;2014 2014;254487
6DC Sixth decil;187 Vallensbæk;2014 2014;279240
7DC Seventh decil;187 Vallensbæk;2014 2014;306409
8DC Eigth decil;187 Vallensbæk;2014 2014;338531
9DC Ninth decil;187 Vallensbæk;2014 2014;387088
10DC Tenth decil;187 Vallensbæk;2014 2014;610777
1DC First decil;190 Furesø;2014 2014;105322
2DC Second decil;190 Furesø;2014 2014;172785
3DC Third decil;190 Furesø;2014 2014;212133
4DC Fourth decil;190 Furesø;2014 2014;251349
5DC Fifth decil;190 Furesø;2014 2014;288773
6DC Sixth decil;190 Furesø;2014 2014;324942
7DC Seventh decil;190 Furesø;2014 2014;362247
8DC Eigth decil;190 Furesø;2014 2014;406223
9DC Ninth decil;190 Furesø;2014 2014;474487
10DC Tenth decil;190 Furesø;2014 2014;766215
1DC First decil;201 Allerød;2014 2014;124614
2DC Second decil;201 Allerød;2014 2014;194465
3DC Third decil;201 Allerød;2014 2014;234280
4DC Fourth decil;201 Allerød;2014 2014;267976
5DC Fifth decil;201 Allerød;2014 2014;298801
6DC Sixth decil;201 Allerød;2014 2014;328566
7DC Seventh decil;201 Allerød;2014 2014;360824
8DC Eigth decil;201 Allerød;2014 2014;398022
9DC Ninth decil;201 Allerød;2014 2014;456333
10DC Tenth decil;201 Allerød;2014 2014;695091
1DC First decil;210 Fredensborg;2014 2014;91590
2DC Second decil;210 Fredensborg;2014 2014;157960
3DC Third decil;210 Fredensborg;2014 2014;186248
4DC Fourth decil;210 Fredensborg;2014 2014;217794
5DC Fifth decil;210 Fredensborg;2014 2014;248320
6DC Sixth decil;210 Fredensborg;2014 2014;280701
7DC Seventh decil;210 Fredensborg;2014 2014;315143
8DC Eigth decil;210 Fredensborg;2014 2014;355057
9DC Ninth decil;210 Fredensborg;2014 2014;416486
10DC Tenth decil;210 Fredensborg;2014 2014;764465
1DC First decil;217 Helsingør;2014 2014;86408
2DC Second decil;217 Helsingør;2014 2014;151653
3DC Third decil;217 Helsingør;2014 2014;177226
4DC Fourth decil;217 Helsingør;2014 2014;202248
5DC Fifth decil;217 Helsingør;2014 2014;229206
6DC Sixth decil;217 Helsingør;2014 2014;257431
7DC Seventh decil;217 Helsingør;2014 2014;288793
8DC Eigth decil;217 Helsingør;2014 2014;327270
9DC Ninth decil;217 Helsingør;2014 2014;382023
10DC Tenth decil;217 Helsingør;2014 2014;646668
1DC First decil;219 Hillerød;2014 2014;77464
2DC Second decil;219 Hillerød;2014 2014;163758
3DC Third decil;219 Hillerød;2014 2014;194457
4DC Fourth decil;219 Hillerød;2014 2014;224015
5DC Fifth decil;219 Hillerød;2014 2014;251223
6DC Sixth decil;219 Hillerød;2014 2014;278155
7DC Seventh decil;219 Hillerød;2014 2014;308145
8DC Eigth decil;219 Hillerød;2014 2014;343985
9DC Ninth decil;219 Hillerød;2014 2014;396391
10DC Tenth decil;219 Hillerød;2014 2014;609883
1DC First decil;223 Hørsholm;2014 2014;76467
2DC Second decil;223 Hørsholm;2014 2014;178054
3DC Third decil;223 Hørsholm;2014 2014;222040
4DC Fourth decil;223 Hørsholm;2014 2014;268164
5DC Fifth decil;223 Hørsholm;2014 2014;312676
6DC Sixth decil;223 Hørsholm;2014 2014;359331
7DC Seventh decil;223 Hørsholm;2014 2014;407498
8DC Eigth decil;223 Hørsholm;2014 2014;470320
9DC Ninth decil;223 Hørsholm;2014 2014;577815
10DC Tenth decil;223 Hørsholm;2014 2014;1226113
1DC First decil;230 Rudersdal;2014 2014;75290
2DC Second decil;230 Rudersdal;2014 2014;177863
3DC Third decil;230 Rudersdal;2014 2014;227683
