KOMMUNEDK;INDKN;TID;INDHOLD 
410 Middelfart;60 60 per cent of median income;2010 2010;7.2
430 Faaborg-Midtfyn;60 60 per cent of median income;2010 2010;8.9
450 Nyborg;60 60 per cent of median income;2010 2010;8.5
479 Svendborg;60 60 per cent of median income;2010 2010;11.5
482 Langeland;60 60 per cent of median income;2010 2010;13.2
510 Haderslev;60 60 per cent of median income;2010 2010;10.6
540 Sønderborg;60 60 per cent of median income;2010 2010;10.7
561 Esbjerg;60 60 per cent of median income;2010 2010;11.1
573 Varde;60 60 per cent of median income;2010 2010;9.9
580 Aabenraa;60 60 per cent of median income;2010 2010;11.3
615 Horsens;60 60 per cent of median income;2010 2010;11.2
630 Vejle;60 60 per cent of median income;2010 2010;9.4
661 Holstebro;60 60 per cent of median income;2010 2010;10.0
671 Struer;60 60 per cent of median income;2010 2010;8.9
707 Norddjurs;60 60 per cent of median income;2010 2010;11.4
727 Odder;60 60 per cent of median income;2010 2010;7.0
740 Silkeborg;60 60 per cent of median income;2010 2010;8.8
746 Skanderborg;60 60 per cent of median income;2010 2010;5.9
756 Ikast-Brande;60 60 per cent of median income;2010 2010;9.5
766 Hedensted;60 60 per cent of median income;2010 2010;7.8
779 Skive;60 60 per cent of median income;2010 2010;9.8
791 Viborg;60 60 per cent of median income;2010 2010;9.3
813 Frederikshavn;60 60 per cent of median income;2010 2010;9.7
825 Læsø;60 60 per cent of median income;2010 2010;9.9
846 Mariagerfjord;60 60 per cent of median income;2010 2010;10.0
851 Aalborg;60 60 per cent of median income;2010 2010;14.0
000 All Denmark;60 60 per cent of median income;2009 2009;11.7
147 Frederiksberg;60 60 per cent of median income;2009 2009;15.5
153 Brøndby;60 60 per cent of median income;2009 2009;11.7
157 Gentofte;60 60 per cent of median income;2009 2009;10.2
161 Glostrup;60 60 per cent of median income;2009 2009;8.9
165 Albertslund;60 60 per cent of median income;2009 2009;14.6
169 Høje-Taastrup;60 60 per cent of median income;2009 2009;10.6
175 Rødovre;60 60 per cent of median income;2009 2009;9.7
185 Tårnby;60 60 per cent of median income;2009 2009;7.8
190 Furesø;60 60 per cent of median income;2009 2009;7.1
210 Fredensborg;60 60 per cent of median income;2009 2009;8.5
219 Hillerød;60 60 per cent of median income;2009 2009;7.7
230 Rudersdal;60 60 per cent of median income;2009 2009;8.8
250 Frederikssund;60 60 per cent of median income;2009 2009;7.4
259 Køge;60 60 per cent of median income;2009 2009;8.9
265 Roskilde;60 60 per cent of median income;2009 2009;9.6
270 Gribskov;60 60 per cent of median income;2009 2009;8.2
316 Holbæk;60 60 per cent of median income;2009 2009;10.3
326 Kalundborg;60 60 per cent of median income;2009 2009;10.0
330 Slagelse;60 60 per cent of median income;2009 2009;11.2
340 Sorø;60 60 per cent of median income;2009 2009;8.9
360 Lolland;60 60 per cent of median income;2009 2009;13.8
376 Guldborgsund;60 60 per cent of median income;2009 2009;12.0
400 Bornholm;60 60 per cent of median income;2009 2009;10.6
420 Assens;60 60 per cent of median income;2009 2009;8.8
440 Kerteminde;60 60 per cent of median income;2009 2009;7.6
461 Odense;60 60 per cent of median income;2009 2009;14.9
480 Nordfyns;60 60 per cent of median income;2009 2009;9.2
492 Ærø;60 60 per cent of median income;2009 2009;12.3
530 Billund;60 60 per cent of median income;2009 2009;8.4
550 Tønder;60 60 per cent of median income;2009 2009;12.8
563 Fanø;60 60 per cent of median income;2009 2009;7.2
575 Vejen;60 60 per cent of median income;2009 2009;9.9
607 Fredericia;60 60 per cent of median income;2009 2009;8.6
621 Kolding;60 60 per cent of median income;2009 2009;9.7
657 Herning;60 60 per cent of median income;2009 2009;10.1
665 Lemvig;60 60 per cent of median income;2009 2009;10.9
706 Syddjurs;60 60 per cent of median income;2009 2009;8.8
710 Favrskov;60 60 per cent of median income;2009 2009;6.7
730 Randers;60 60 per cent of median income;2009 2009;10.1
741 Samsø;60 60 per cent of median income;2009 2009;12.4
751 Aarhus;60 60 per cent of median income;2009 2009;17.2
760 Ringkøbing-Skjern;60 60 per cent of median income;2009 2009;9.5
773 Morsø;60 60 per cent of median income;2009 2009;12.4
787 Thisted;60 60 per cent of median income;2009 2009;12.1
810 Brønderslev;60 60 per cent of median income;2009 2009;10.9
820 Vesthimmerlands;60 60 per cent of median income;2009 2009;12.1
840 Rebild;60 60 per cent of median income;2009 2009;9.0
849 Jammerbugt;60 60 per cent of median income;2009 2009;10.9
860 Hjørring;60 60 per cent of median income;2009 2009;11.1
101 Copenhagen;60 60 per cent of median income;2008 2008;21.8
151 Ballerup;60 60 per cent of median income;2008 2008;8.3
155 Dragør;60 60 per cent of median income;2008 2008;6.5
159 Gladsaxe;60 60 per cent of median income;2008 2008;10.2
163 Herlev;60 60 per cent of median income;2008 2008;9.2
167 Hvidovre;60 60 per cent of median income;2008 2008;9.7
173 Lyngby-Taarbæk;60 60 per cent of median income;2008 2008;9.6
183 Ishøj;60 60 per cent of median income;2008 2008;12.7
187 Vallensbæk;60 60 per cent of median income;2008 2008;6.5
201 Allerød;60 60 per cent of median income;2008 2008;4.5
217 Helsingør;60 60 per cent of median income;2008 2008;9.6
223 Hørsholm;60 60 per cent of median income;2008 2008;6.8
240 Egedal;60 60 per cent of median income;2008 2008;4.4
253 Greve;60 60 per cent of median income;2008 2008;6.7
260 Halsnæs;60 60 per cent of median income;2008 2008;7.3
269 Solrød;60 60 per cent of median income;2008 2008;5.7
306 Odsherred;60 60 per cent of median income;2008 2008;10.8
320 Faxe;60 60 per cent of median income;2008 2008;9.3
329 Ringsted;60 60 per cent of median income;2008 2008;9.1
336 Stevns;60 60 per cent of median income;2008 2008;7.9
350 Lejre;60 60 per cent of median income;2008 2008;5.9
370 Næstved;60 60 per cent of median income;2008 2008;9.9
390 Vordingborg;60 60 per cent of median income;2008 2008;11.8
410 Middelfart;60 60 per cent of median income;2008 2008;7.6
430 Faaborg-Midtfyn;60 60 per cent of median income;2008 2008;9.5
450 Nyborg;60 60 per cent of median income;2008 2008;8.6
479 Svendborg;60 60 per cent of median income;2008 2008;11.2
482 Langeland;60 60 per cent of median income;2008 2008;13.7
510 Haderslev;60 60 per cent of median income;2008 2008;10.3
540 Sønderborg;60 60 per cent of median income;2008 2008;9.8
561 Esbjerg;60 60 per cent of median income;2008 2008;10.0
573 Varde;60 60 per cent of median income;2008 2008;9.1
580 Aabenraa;60 60 per cent of median income;2008 2008;10.7
615 Horsens;60 60 per cent of median income;2008 2008;10.3
630 Vejle;60 60 per cent of median income;2008 2008;8.5
661 Holstebro;60 60 per cent of median income;2008 2008;10.3
671 Struer;60 60 per cent of median income;2008 2008;9.3
707 Norddjurs;60 60 per cent of median income;2008 2008;12.4
727 Odder;60 60 per cent of median income;2008 2008;7.5
740 Silkeborg;60 60 per cent of median income;2008 2008;8.7
746 Skanderborg;60 60 per cent of median income;2008 2008;5.9
756 Ikast-Brande;60 60 per cent of median income;2008 2008;9.5
766 Hedensted;60 60 per cent of median income;2008 2008;7.3
779 Skive;60 60 per cent of median income;2008 2008;10.0
791 Viborg;60 60 per cent of median income;2008 2008;9.2
813 Frederikshavn;60 60 per cent of median income;2008 2008;9.7
825 Læsø;60 60 per cent of median income;2008 2008;11.9
846 Mariagerfjord;60 60 per cent of median income;2008 2008;10.3
851 Aalborg;60 60 per cent of median income;2008 2008;13.6
000 All Denmark;60 60 per cent of median income;2007 2007;10.8
147 Frederiksberg;60 60 per cent of median income;2007 2007;15.0
153 Brøndby;60 60 per cent of median income;2007 2007;9.9
157 Gentofte;60 60 per cent of median income;2007 2007;8.9
161 Glostrup;60 60 per cent of median income;2007 2007;7.7
165 Albertslund;60 60 per cent of median income;2007 2007;13.4
169 Høje-Taastrup;60 60 per cent of median income;2007 2007;9.2
175 Rødovre;60 60 per cent of median income;2007 2007;8.1
185 Tårnby;60 60 per cent of median income;2007 2007;7.3
190 Furesø;60 60 per cent of median income;2007 2007;6.3
210 Fredensborg;60 60 per cent of median income;2007 2007;7.3
219 Hillerød;60 60 per cent of median income;2007 2007;6.9
230 Rudersdal;60 60 per cent of median income;2007 2007;7.2
250 Frederikssund;60 60 per cent of median income;2007 2007;6.3
259 Køge;60 60 per cent of median income;2007 2007;7.2
265 Roskilde;60 60 per cent of median income;2007 2007;8.3
270 Gribskov;60 60 per cent of median income;2007 2007;6.5
316 Holbæk;60 60 per cent of median income;2007 2007;9.1
326 Kalundborg;60 60 per cent of median income;2007 2007;9.0
330 Slagelse;60 60 per cent of median income;2007 2007;10.6
340 Sorø;60 60 per cent of median income;2007 2007;8.6
360 Lolland;60 60 per cent of median income;2007 2007;14.3
376 Guldborgsund;60 60 per cent of median income;2007 2007;11.0
400 Bornholm;60 60 per cent of median income;2007 2007;10.8
420 Assens;60 60 per cent of median income;2007 2007;8.6
440 Kerteminde;60 60 per cent of median income;2007 2007;7.0
461 Odense;60 60 per cent of median income;2007 2007;14.6
480 Nordfyns;60 60 per cent of median income;2007 2007;9.4
492 Ærø;60 60 per cent of median income;2007 2007;11.2
530 Billund;60 60 per cent of median income;2007 2007;7.8
550 Tønder;60 60 per cent of median income;2007 2007;11.5
563 Fanø;60 60 per cent of median income;2007 2007;6.7
575 Vejen;60 60 per cent of median income;2007 2007;9.3
607 Fredericia;60 60 per cent of median income;2007 2007;7.7
621 Kolding;60 60 per cent of median income;2007 2007;9.0
657 Herning;60 60 per cent of median income;2007 2007;8.8
665 Lemvig;60 60 per cent of median income;2007 2007;9.4
706 Syddjurs;60 60 per cent of median income;2007 2007;7.9
710 Favrskov;60 60 per cent of median income;2007 2007;6.1
730 Randers;60 60 per cent of median income;2007 2007;9.5
741 Samsø;60 60 per cent of median income;2007 2007;13.0
751 Aarhus;60 60 per cent of median income;2007 2007;16.8
760 Ringkøbing-Skjern;60 60 per cent of median income;2007 2007;8.4
773 Morsø;60 60 per cent of median income;2007 2007;11.9
787 Thisted;60 60 per cent of median income;2007 2007;10.9
810 Brønderslev;60 60 per cent of median income;2007 2007;10.7
820 Vesthimmerlands;60 60 per cent of median income;2007 2007;10.4
840 Rebild;60 60 per cent of median income;2007 2007;8.4
849 Jammerbugt;60 60 per cent of median income;2007 2007;9.7
860 Hjørring;60 60 per cent of median income;2007 2007;10.4
101 Copenhagen;60 60 per cent of median income;2006 2006;21.6
151 Ballerup;60 60 per cent of median income;2006 2006;7.7
155 Dragør;60 60 per cent of median income;2006 2006;5.2
159 Gladsaxe;60 60 per cent of median income;2006 2006;9.8
163 Herlev;60 60 per cent of median income;2006 2006;9.2
167 Hvidovre;60 60 per cent of median income;2006 2006;10.1
173 Lyngby-Taarbæk;60 60 per cent of median income;2006 2006;9.4
183 Ishøj;60 60 per cent of median income;2006 2006;12.1
187 Vallensbæk;60 60 per cent of median income;2006 2006;4.8
201 Allerød;60 60 per cent of median income;2006 2006;3.8
217 Helsingør;60 60 per cent of median income;2006 2006;8.5
223 Hørsholm;60 60 per cent of median income;2006 2006;5.0
240 Egedal;60 60 per cent of median income;2006 2006;3.5
253 Greve;60 60 per cent of median income;2006 2006;5.4
260 Halsnæs;60 60 per cent of median income;2006 2006;6.9
269 Solrød;60 60 per cent of median income;2006 2006;4.6
306 Odsherred;60 60 per cent of median income;2006 2006;9.0
320 Faxe;60 60 per cent of median income;2006 2006;7.9
329 Ringsted;60 60 per cent of median income;2006 2006;8.0
336 Stevns;60 60 per cent of median income;2006 2006;6.8
350 Lejre;60 60 per cent of median income;2006 2006;4.6
370 Næstved;60 60 per cent of median income;2006 2006;8.8
390 Vordingborg;60 60 per cent of median income;2006 2006;9.9
410 Middelfart;60 60 per cent of median income;2006 2006;7.0
430 Faaborg-Midtfyn;60 60 per cent of median income;2006 2006;8.6
450 Nyborg;60 60 per cent of median income;2006 2006;8.2
479 Svendborg;60 60 per cent of median income;2006 2006;11.2
482 Langeland;60 60 per cent of median income;2006 2006;13.1
510 Haderslev;60 60 per cent of median income;2006 2006;9.6
540 Sønderborg;60 60 per cent of median income;2006 2006;9.5
561 Esbjerg;60 60 per cent of median income;2006 2006;9.6
573 Varde;60 60 per cent of median income;2006 2006;8.2
580 Aabenraa;60 60 per cent of median income;2006 2006;9.6
615 Horsens;60 60 per cent of median income;2006 2006;9.3
630 Vejle;60 60 per cent of median income;2006 2006;8.1
661 Holstebro;60 60 per cent of median income;2006 2006;9.5
671 Struer;60 60 per cent of median income;2006 2006;8.7
707 Norddjurs;60 60 per cent of median income;2006 2006;11.1
727 Odder;60 60 per cent of median income;2006 2006;6.1
740 Silkeborg;60 60 per cent of median income;2006 2006;7.7
746 Skanderborg;60 60 per cent of median income;2006 2006;4.9
756 Ikast-Brande;60 60 per cent of median income;2006 2006;8.2
766 Hedensted;60 60 per cent of median income;2006 2006;5.8
779 Skive;60 60 per cent of median income;2006 2006;9.5
791 Viborg;60 60 per cent of median income;2006 2006;8.6
813 Frederikshavn;60 60 per cent of median income;2006 2006;9.1
825 Læsø;60 60 per cent of median income;2006 2006;10.9
846 Mariagerfjord;60 60 per cent of median income;2006 2006;9.3
851 Aalborg;60 60 per cent of median income;2006 2006;13.2
000 All Denmark;60 60 per cent of median income;2004 2004;10.9
147 Frederiksberg;60 60 per cent of median income;2004 2004;14.6
153 Brøndby;60 60 per cent of median income;2004 2004;10.0
157 Gentofte;60 60 per cent of median income;2004 2004;8.0
161 Glostrup;60 60 per cent of median income;2004 2004;7.7
165 Albertslund;60 60 per cent of median income;2004 2004;13.9
169 Høje-Taastrup;60 60 per cent of median income;2004 2004;9.6
175 Rødovre;60 60 per cent of median income;2004 2004;9.3
185 Tårnby;60 60 per cent of median income;2004 2004;6.6
190 Furesø;60 60 per cent of median income;2004 2004;5.9
210 Fredensborg;60 60 per cent of median income;2004 2004;6.8
219 Hillerød;60 60 per cent of median income;2004 2004;6.5
230 Rudersdal;60 60 per cent of median income;2004 2004;6.5
250 Frederikssund;60 60 per cent of median income;2004 2004;5.9
259 Køge;60 60 per cent of median income;2004 2004;7.0
265 Roskilde;60 60 per cent of median income;2004 2004;7.6
270 Gribskov;60 60 per cent of median income;2004 2004;5.9
316 Holbæk;60 60 per cent of median income;2004 2004;9.2
326 Kalundborg;60 60 per cent of median income;2004 2004;9.1
330 Slagelse;60 60 per cent of median income;2004 2004;11.2
340 Sorø;60 60 per cent of median income;2004 2004;7.8
360 Lolland;60 60 per cent of median income;2004 2004;14.0
376 Guldborgsund;60 60 per cent of median income;2004 2004;10.9
400 Bornholm;60 60 per cent of median income;2004 2004;10.8
420 Assens;60 60 per cent of median income;2004 2004;8.0
440 Kerteminde;60 60 per cent of median income;2004 2004;6.4
461 Odense;60 60 per cent of median income;2004 2004;15.9
